cntry,age,ageg10,ageg05,religion,religion03,religion06,pvLIT,pvNUM,pvPSL,wageh
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,273.945,281.1833,264.3086,-1
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,264.965,249.3118,253.3967,83.24
ISR,46,45-54,45-49,Moslems,Arab,Moslems,253.6063,254.7586,,-1
ISR,44,35-44,40-44,Moslems,Arab,Moslems,213.6435,211.5333,267.8371,27.75
ISR,39,35-44,35-39,Moslems,Arab,Moslems,321.0175,330.5132,301.4264,31.79
ISR,28,25-34,25-29,Moslems,Arab,Moslems,276.1647,285.4111,277.9347,42.94
ISR,26,25-34,25-29,Moslems,Arab,Moslems,254.4739,258.2294,251.1824,23.12
ISR,19,16-24,16-19,Moslems,Arab,Moslems,229.9228,213.5944,,
ISR,19,16-24,16-19,Moslems,Arab,Moslems,227.9105,177.04,,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,246.9088,234.0413,282.4187,-1
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,328.2435,338.5504,309.9198,102.76
ISR,35,35-44,35-39,Not_Classified,Not_Classified,Not_Classified,297.2208,310.9071,278.8591,59.02
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,285.573,305.3849,,-1
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,308.7404,306.1381,347.743,-1
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,256.852,218.9999,,-1
ISR,27,25-34,25-29,Moslems,Arab,Moslems,234.2573,239.4019,253.5748,-1
ISR,25,25-34,25-29,Moslems,Arab,Moslems,288.3234,252.2559,,25
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,253.1707,258.8063,253.2216,26
ISR,19,16-24,16-19,Jewish,Jewish,Jewish,308.8527,314.3137,316.3515,23.5
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,353.0232,367.9194,380.0266,64.74
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,243.9277,253.1859,262.0204,23.7
ISR,53,45-54,50-54,Jewish,Jewish,Jewish,310.6563,325.8857,,61.66
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,230.859,238.986,,-1
ISR,58,55-65,55-59,Jewish,Jewish,Jewish,184.0788,168.2126,,32.51
ISR,23,16-24,20-24,Jewish,Jewish,Jewish,322.6003,315.4691,314.3737,-1
ISR,49,45-54,45-49,Jewish,Jewish,Jewish,299.7474,264.3957,,-1
ISR,42,35-44,40-44,Jewish,Jewish,Jewish,245.1224,237.3879,259.7812,-1
ISR,36,35-44,35-39,Jewish,Jewish,Jewish,300.5757,299.5079,279.9548,25
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,252.3889,215.6292,,-1
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,274.3825,272.8737,317.4115,-1
ISR,27,25-34,25-29,Jewish,Jewish,Jewish,343.0446,362.0504,360.2002,-1
ISR,33,25-34,30-34,Moslems,Arab,Moslems,213.6839,168.5752,192.2284,-1
ISR,33,25-34,30-34,Moslems,Arab,Moslems,242.2878,223.2992,213.128,-1
ISR,32,25-34,30-34,Moslems,Arab,Moslems,248.3181,234.4399,,-1
ISR,63,55-65,60-65,Moslems,Arab,Moslems,119.5589,81.18388,,-1
ISR,60,55-65,60-65,Moslems,Arab,Moslems,189.803,156.7087,,-1
ISR,51,45-54,50-54,Moslems,Arab,Moslems,179.9355,175.7349,,25
ISR,49,45-54,45-49,Moslems,Arab,Moslems,240.1769,288.3941,,36.99
ISR,23,16-24,20-24,Moslems,Arab,Moslems,207.6275,176.077,200.6815,43.93
ISR,21,16-24,20-24,Moslems,Arab,Moslems,218.0999,174.5729,234.5874,18.5
ISR,19,16-24,16-19,Moslems,Arab,Moslems,227.8952,173.3911,,5.03
ISR,42,35-44,40-44,Jewish,Jewish,Jewish,208.1239,231.9302,225.2287,43.03
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,213.7681,201.7335,181.0146,37
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,203.5107,216.5731,237.9466,30.69
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,302.5525,297.3828,312.9585,24
ISR,56,55-65,55-59,Jewish,Jewish,Jewish,188.9256,172.484,152.3089,25.69
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,254.6563,232.4294,254.0647,-1
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,120.3961,116.598,,-1
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,291.8084,292.2798,298.8307,23
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,326.4318,362.3293,295.4933,128.45
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,262.0146,227.3085,252.8644,-1
ISR,21,16-24,20-24,Moslems,Arab,Moslems,288.6209,313.0861,288.0248,-1
ISR,56,55-65,55-59,Moslems,Arab,Moslems,232.7041,231.4709,,23.2
ISR,45,45-54,45-49,Moslems,Arab,Moslems,107.4791,80.64536,,-1
ISR,49,45-54,45-49,Moslems,Arab,Moslems,108.7879,83.10717,,-1
ISR,21,16-24,20-24,Christians,Arab,Christians,250.037,239.075,263.7976,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,201.1508,189.2595,214.5166,-1
ISR,47,45-54,45-49,Christians,Arab,Christians,287.6633,296.0501,277.1956,86.54
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,227.6977,216.9808,,
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,291.1567,276.1591,289.2555,-1
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,266.2323,326.5753,310.8358,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,285.3277,289.6381,307.1506,25
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,330.1471,358.0902,349.6318,-1
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,327.5524,349.2913,353.7171,43.74
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,261.0589,268.2411,259.1853,57.8
ISR,41,35-44,40-44,Jewish,Jewish,Jewish,333.7574,357.5995,351.8512,65.51
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,314.1384,319.3384,347.7538,23.12
ISR,48,45-54,45-49,Not_Classified,Not_Classified,Not_Classified,222.6411,221.5998,230.2623,25.27
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,265.4124,237.4683,,-1
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,229.6093,239.6499,,22.35
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,240.8047,281.2339,247.1875,50
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,317.6276,297.4693,312.3973,27.75
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,315.9677,297.143,317.2337,49.19
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,283.6331,313.6435,316.8625,56.52
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,295.5637,292.5926,294.5204,24.5
ISR,60,55-65,60-65,Jewish,Jewish,Jewish,293.734,279.3767,,23.12
ISR,32,25-34,30-34,Jewish,Jewish,Jewish_Haredim,291.1248,282.6662,,57.8
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,111.0816,87.86948,,-1
ISR,31,25-34,30-34,Jewish,Jewish,Jewish_Haredim,271.2563,295.6222,242.2768,60
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,315.8213,281.7563,,40.21
ISR,23,16-24,20-24,Not_Classified,Not_Classified,Not_Classified,281.2881,269.0251,271.0153,
ISR,55,55-65,55-59,Jewish,Jewish,Jewish,275.4884,251.2132,226.759,25.69
ISR,46,45-54,45-49,Jewish,Jewish,Jewish,283.6283,256.3954,,23
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,237.894,262.476,227.5638,28
ISR,37,35-44,35-39,Jewish,Jewish,Jewish,218.367,247.6466,262.0828,31.31
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,243.2008,261.9441,297.875,91.52
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,253.5796,250.852,234.8858,77.07
ISR,28,25-34,25-29,Moslems,Arab,Moslems,207.752,195.5464,215.2483,28
ISR,44,35-44,40-44,Moslems,Arab,Moslems,104.3859,90.3732,,
ISR,39,35-44,35-39,Moslems,Arab,Moslems,219.1779,193.9246,193.1133,-1
ISR,35,35-44,35-39,Moslems,Arab,Moslems,167.7519,121.6935,,-1
ISR,37,35-44,35-39,Moslems,Arab,Moslems,197.743,220.4637,209.6189,57.8
ISR,24,16-24,20-24,Moslems,Arab,Moslems,251.2199,241.246,233.1835,-1
ISR,21,16-24,20-24,Moslems,Arab,Moslems,245.9052,222.8793,265.938,-1
ISR,33,25-34,30-34,Jewish,Jewish,Jewish,314.049,348.7584,338.9005,61.66
ISR,37,35-44,35-39,Jewish,Jewish,Jewish,300.047,343.2934,321.9888,73
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,269.4407,267.5745,246.6531,35.97
ISR,63,55-65,60-65,Jewish,Jewish,Jewish,280.7284,331.5389,278.3027,92.31
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,242.577,250.5872,228.4597,
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,334.2673,304.5627,310.112,-1
ISR,45,45-54,45-49,Moslems,Arab,Moslems,121.3813,112.468,,-1
ISR,44,35-44,40-44,Christians,Arab,Christians,226.0287,229.792,250.4766,57.8
ISR,43,35-44,40-44,Moslems,Arab,Moslems,195.4573,222.3747,,40
ISR,34,25-34,30-34,Moslems,Arab,Moslems,165.9342,141.439,,50
ISR,33,25-34,30-34,Moslems,Arab,Moslems,193.3022,221.2298,172.7688,21.39
ISR,51,45-54,50-54,Moslems,Arab,Moslems,207.4305,156.3533,,-1
ISR,50,45-54,50-54,Moslems,Arab,Moslems,247.1119,218.1462,,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,258.5083,225.7027,260.6554,-1
ISR,24,16-24,20-24,Moslems,Arab,Moslems,238.9618,221.7648,,27
ISR,21,16-24,20-24,Moslems,Arab,Moslems,172.5619,153.6252,185.2446,28.26
ISR,46,45-54,45-49,Moslems,Arab,Moslems,217.4488,201.3949,,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,255.5056,285.396,223.4323,-1
ISR,37,35-44,35-39,Moslems,Arab,Moslems,220.1622,187.1184,164.3518,26.42
ISR,64,55-65,60-65,Moslems,Arab,Moslems,223.0182,234.8116,,-1
ISR,56,55-65,55-59,Moslems,Arab,Moslems,222.6689,231.4406,279.4125,157.65
ISR,53,45-54,50-54,Moslems,Arab,Moslems,181.3902,233.4073,200.5292,44.04
ISR,52,45-54,50-54,Moslems,Arab,Moslems,196.455,192.5285,188.7543,509.26
ISR,50,45-54,50-54,Moslems,Arab,Moslems,212.8793,217.3283,,16.06
ISR,32,25-34,30-34,Moslems,Arab,Moslems,230.9026,240.1518,227.0418,23.12
ISR,23,16-24,20-24,Moslems,Arab,Moslems,240.9722,227.3043,213.323,13.39
ISR,27,25-34,25-29,Moslems,Arab,Moslems,176.3763,169.0594,174.8051,-1
ISR,27,25-34,25-29,Moslems,Arab,Moslems,156.9197,158.4559,179.7733,35
ISR,23,16-24,20-24,Moslems,Arab,Moslems,239.7047,219.4504,233.8808,23
ISR,20,16-24,20-24,Moslems,Arab,Moslems,259.9612,207.7033,266.4758,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,154.5318,124.2382,173.9457,26.04
ISR,41,35-44,40-44,Druze,Arab,Druze,217.7688,177.2738,,40.46
ISR,36,35-44,35-39,Druze,Arab,Druze,249.6072,266.9002,208.5484,32.37
ISR,34,25-34,30-34,Druze,Arab,Druze,192.9093,208.0354,179.3383,80.22
ISR,25,25-34,25-29,Druze,Arab,Druze,258.7201,263.653,253.4867,41
ISR,44,35-44,40-44,Druze,Arab,Druze,208.5982,180.4319,172.9944,64.74
ISR,34,25-34,30-34,Druze,Arab,Druze,190.7082,212.5319,192.1346,57.8
ISR,33,25-34,30-34,Druze,Arab,Druze,260.8506,200.9124,,-1
ISR,61,55-65,60-65,Druze,Arab,Druze,254.5368,251.9027,,-1
ISR,25,25-34,25-29,Druze,Arab,Druze,286.321,288.5874,274.2881,20.23
ISR,19,16-24,16-19,Druze,Arab,Druze,187.7929,154.8109,,-1
ISR,37,35-44,35-39,Druze,Arab,Druze,231.7631,245.248,221.912,60.12
ISR,34,25-34,30-34,Druze,Arab,Druze,242.1953,241.2349,230.6951,23.12
ISR,28,25-34,25-29,Druze,Arab,Druze,265.085,284.4309,292.0523,27
ISR,50,45-54,50-54,Druze,Arab,Druze,217.1299,216.956,,-1
ISR,20,16-24,20-24,Druze,Arab,Druze,235.7247,236.2738,264.535,12.5
ISR,16,16-24,16-19,Druze,Arab,Druze,210.1215,157.0536,215.7479,-1
ISR,55,55-65,55-59,Druze,Arab,Druze,237.4335,296.1761,266.7228,60
ISR,32,25-34,30-34,Druze,Arab,Druze,264.1227,240.725,223.1747,-1
ISR,23,16-24,20-24,Druze,Arab,Druze,270.8716,273.5183,316.7995,53.85
ISR,21,16-24,20-24,Moslems,Arab,Moslems,219.5833,146.442,,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,340.0809,281.2329,,-1
ISR,44,35-44,40-44,Moslems,Arab,Moslems,270.8882,311.0547,,53.77
ISR,43,35-44,40-44,Moslems,Arab,Moslems,110.7325,47.1267,,-1
ISR,31,25-34,30-34,Moslems,Arab,Moslems,112.9622,92.53561,,-1
ISR,64,55-65,60-65,Moslems,Arab,Moslems,110.4376,91.25742,,-1
ISR,26,25-34,25-29,Moslems,Arab,Moslems,181.6319,154.6134,,21.9
ISR,21,16-24,20-24,Moslems,Arab,Moslems,250.8581,227.5545,,23.12
ISR,21,16-24,20-24,Christians,Arab,Christians,245.7054,233.7999,,26.49
ISR,16,16-24,16-19,Moslems,Arab,Moslems,189.2138,168.704,202.9426,-1
ISR,42,35-44,40-44,Moslems,Arab,Moslems,214.2008,220.3862,,33.72
ISR,29,25-34,25-29,Moslems,Arab,Moslems,112.2791,81.55101,,-1
ISR,29,25-34,25-29,Moslems,Arab,Moslems,216.8767,220.5429,,28.9
ISR,53,45-54,50-54,Moslems,Arab,Moslems,165.8749,150.8843,,28.9
ISR,18,16-24,16-19,Moslems,Arab,Moslems,142.5037,92.22702,,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,205.9339,165.3367,,-1
ISR,29,25-34,25-29,Moslems,Arab,Moslems,226.9049,251.3442,217.5369,-1
ISR,45,45-54,45-49,Moslems,Arab,Moslems,222.6923,242.2176,206.2098,36.5
ISR,39,35-44,35-39,Moslems,Arab,Moslems,203.6506,167.6278,200.6303,-1
ISR,38,35-44,35-39,Moslems,Arab,Moslems,286.33,281.0834,239.2383,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,221.8025,224.5219,211.5565,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,207.4613,233.4505,256.6437,86.54
ISR,43,35-44,40-44,Moslems,Arab,Moslems,203.6832,169.8193,,-1
ISR,39,35-44,35-39,Moslems,Arab,Moslems,248.269,212.4754,,-1
ISR,37,35-44,35-39,Moslems,Arab,Moslems,205.5748,223.6669,212.0136,-1
ISR,33,25-34,30-34,Moslems,Arab,Moslems,259.6465,300.2045,239.3239,35.97
ISR,28,25-34,25-29,Moslems,Arab,Moslems,244.2548,244.5173,260.2857,-1
ISR,28,25-34,25-29,Moslems,Arab,Moslems,280.9559,313.4612,316.1242,37.76
ISR,33,25-34,30-34,Moslems,Arab,Moslems,247.2522,277.9737,245.2782,
ISR,33,25-34,30-34,Moslems,Arab,Moslems,220.3857,208.9868,180.9974,-1
ISR,32,25-34,30-34,Moslems,Arab,Moslems,248.3803,255.9766,,34.68
ISR,62,55-65,60-65,Moslems,Arab,Moslems,122.0357,99.29381,,-1
ISR,60,55-65,60-65,Moslems,Arab,Moslems,206.2603,215.1395,,-1
ISR,59,55-65,55-59,Moslems,Arab,Moslems,108.9771,83.01422,,-1
ISR,57,55-65,55-59,Moslems,Arab,Moslems,113.2348,107.1287,,-1
ISR,55,55-65,55-59,Moslems,Arab,Moslems,227.5614,241.3874,,-1
ISR,52,45-54,50-54,Moslems,Arab,Moslems,245.0128,222.9888,,-1
ISR,52,45-54,50-54,Moslems,Arab,Moslems,212.8223,219.4774,,-1
ISR,51,45-54,50-54,Moslems,Arab,Moslems,225.2928,223.5705,,24
ISR,49,45-54,45-49,Moslems,Arab,Moslems,248.4768,283.6434,240.1573,79.33
ISR,49,45-54,45-49,Moslems,Arab,Moslems,207.6576,173.8937,,-1
ISR,47,45-54,45-49,Moslems,Arab,Moslems,227.7976,276.5641,273.6896,
ISR,25,25-34,25-29,Moslems,Arab,Moslems,263.1316,245.929,276.0282,-1
ISR,25,25-34,25-29,Moslems,Arab,Moslems,149.5902,150.862,,24
ISR,22,16-24,20-24,Moslems,Arab,Moslems,185.3387,161.4656,210.8554,-1
ISR,22,16-24,20-24,Moslems,Arab,Moslems,273.4051,245.0054,282.8936,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,272.5255,250.981,232.8789,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,251.8918,247.6992,263.1508,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,288.5966,261.9799,298.5205,-1
ISR,27,25-34,25-29,Moslems,Arab,Moslems,193.7545,157.158,,16.86
ISR,26,25-34,25-29,Moslems,Arab,Moslems,262.5155,245.3856,197.202,
ISR,24,16-24,20-24,Moslems,Arab,Moslems,135.9827,76.796,,50
ISR,24,16-24,20-24,Moslems,Arab,Moslems,244.6282,225.9472,211.2466,20.83
ISR,21,16-24,20-24,Moslems,Arab,Moslems,262.1173,271.5521,258.0403,17.14
ISR,19,16-24,16-19,Moslems,Arab,Moslems,242.5264,230.6206,,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,246.6589,256.6129,248.5575,15.28
ISR,17,16-24,16-19,Christians,Arab,Christians,264.3262,248.0829,,-1
ISR,17,16-24,16-19,Christians,Arab,Christians,203.23,242.9177,246.6566,10.42
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,194.962,183.725,209.2602,20.72
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,257.4169,270.4021,341.0534,-1
ISR,19,16-24,16-19,Jewish,Jewish,Jewish,238.2067,209.5901,294.5465,2.31
ISR,29,25-34,25-29,Moslems,Arab,Moslems,291.9843,273.2777,275.2886,38.5
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,249.052,266.1109,,-1
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,251.401,259.6007,283.222,46.24
ISR,59,55-65,55-59,Jewish,Jewish,Jewish,286.5003,268.7078,,23.12
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,284.6534,283.8465,300.1744,34
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,319.4698,306.1901,304.3134,645.25
ISR,17,16-24,16-19,Jewish,Jewish,Jewish_Haredim,298.5072,269.9642,,-1
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,238.3623,243.8076,201.4247,25
ISR,36,35-44,35-39,Jewish,Jewish,Jewish,242.01,273.2082,233.0012,49.55
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,198.5422,239.3053,227.2874,58.85
ISR,36,35-44,35-39,Jewish,Jewish,Jewish,307.6531,325.4608,296.3092,48.81
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,273.4843,289.9534,285.9196,25
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,196.0336,176.6488,196.2635,-1
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,190.8555,193.8418,213.8237,-1
ISR,53,45-54,50-54,Jewish,Jewish,Jewish,225.0101,221.4841,202.3663,-1
ISR,23,16-24,20-24,Christians,Arab,Christians,201.1354,190.977,195.3015,23
ISR,45,45-54,45-49,Christians,Arab,Christians,129.4632,63.58817,,
ISR,33,25-34,30-34,Jewish,Jewish,Jewish,286.0201,305.5159,317.5736,42
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,234.2218,218.7615,,-1
ISR,41,35-44,40-44,Jewish,Jewish,Jewish,204.9739,215.0938,237.4407,37.79
ISR,43,35-44,40-44,Jewish,Jewish,Jewish_Haredim,115.1491,106.1717,,-1
ISR,53,45-54,50-54,Moslems,Arab,Moslems,219.328,260.3683,276.5989,97.35
ISR,25,25-34,25-29,Moslems,Arab,Moslems,303.0409,312.0174,271.0516,83.75
ISR,46,45-54,45-49,Jewish,Jewish,Jewish,233.832,163.3791,,1.85
ISR,55,55-65,55-59,Jewish,Jewish,Jewish,209.5051,203.1517,248.4669,66.06
ISR,40,35-44,40-44,Moslems,Arab,Moslems,215.8137,173.1733,,-1
ISR,41,35-44,40-44,Moslems,Arab,Moslems,267.632,297.4507,258.1058,38.54
ISR,40,35-44,40-44,Moslems,Arab,Moslems,237.8128,219.1123,196.6264,46.24
ISR,51,45-54,50-54,Moslems,Arab,Moslems,280.4056,287.0209,,-1
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,274.1172,284.3343,270.3911,26
ISR,53,45-54,50-54,Moslems,Arab,Moslems,193.8213,162.6099,,23
ISR,28,25-34,25-29,Moslems,Arab,Moslems,247.1833,216.2167,232.9564,24
ISR,60,55-65,60-65,Moslems,Arab,Moslems,237.2289,226.8791,,-1
ISR,44,35-44,40-44,Christians,Arab,Christians,209.0675,214.3887,213.9093,-1
ISR,37,35-44,35-39,Moslems,Arab,Moslems,232.4551,211.7613,,-1
ISR,49,45-54,45-49,Moslems,Arab,Moslems,111.7104,95.15907,,-1
ISR,56,55-65,55-59,Not_Classified,Not_Classified,Not_Classified,217.5559,228.1671,181.2175,42.04
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,86.55341,63.45213,,-1
ISR,65,55-65,60-65,Druze,Arab,Druze,105.6818,76.75185,,-1
ISR,46,45-54,45-49,Moslems,Arab,Moslems,228.1273,217.8526,212.6605,88.41
ISR,45,45-54,45-49,Christians,Arab,Christians,240.7295,266.0131,234.9108,57.8
ISR,45,45-54,45-49,Moslems,Arab,Moslems,91.64487,73.62348,,-1
ISR,38,35-44,35-39,Moslems,Arab,Moslems,289.1064,305.7732,266.1241,-1
ISR,41,35-44,40-44,Christians,Arab,Christians,229.3358,286.9077,208.6178,-1
ISR,40,35-44,40-44,Christians,Arab,Christians,111.0068,70.0222,,-1
ISR,44,35-44,40-44,Moslems,Arab,Moslems,210.7598,177.362,,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,95.54549,95.84099,,34.68
ISR,42,35-44,40-44,Christians,Arab,Christians,212.7749,219.4591,216.2716,27.58
ISR,34,25-34,30-34,Moslems,Arab,Moslems,265.3581,249.3145,241.7274,-1
ISR,31,25-34,30-34,Druze,Arab,Druze,191.4951,174.1246,203.9851,25
ISR,37,35-44,35-39,Moslems,Arab,Moslems,164.0318,144.939,,-1
ISR,36,35-44,35-39,Christians,Arab,Christians,234.0633,244.7593,232.2291,
ISR,35,35-44,35-39,Druze,Arab,Druze,206.8255,190.2154,216.3475,5.78
ISR,35,35-44,35-39,Druze,Arab,Druze,238.0182,231.6116,229.3282,27
ISR,28,25-34,25-29,Moslems,Arab,Moslems,215.5979,201.2527,201.6287,-1
ISR,31,25-34,30-34,Moslems,Arab,Moslems,155.601,125.293,,-1
ISR,33,25-34,30-34,Christians,Arab,Christians,205.5698,213.8018,250.4201,90.66
ISR,63,55-65,60-65,Moslems,Arab,Moslems,180.6652,156.0577,,-1
ISR,62,55-65,60-65,Moslems,Arab,Moslems,182.5407,152.9341,,-1
ISR,57,55-65,55-59,Moslems,Arab,Moslems,252.8134,256.1124,,23
ISR,54,45-54,50-54,Moslems,Arab,Moslems,211.0903,186.6595,,-1
ISR,52,45-54,50-54,Druze,Arab,Druze,215.2712,179.6303,,26
ISR,53,45-54,50-54,Moslems,Arab,Moslems,117.1855,99.83572,,-1
ISR,50,45-54,50-54,Moslems,Arab,Moslems,229.8957,217.2873,,-1
ISR,49,45-54,45-49,Christians,Arab,Christians,242.1728,244.087,225.7814,74.32
ISR,47,45-54,45-49,Moslems,Arab,Moslems,243.4964,241.1671,,-1
ISR,31,25-34,30-34,Druze,Arab,Druze,106.8294,82.87979,,-1
ISR,31,25-34,30-34,Moslems,Arab,Moslems,113.002,97.18845,,28
ISR,24,16-24,20-24,Moslems,Arab,Moslems,110.2928,66.97812,,16.67
ISR,22,16-24,20-24,Christians,Arab,Christians,293.3867,304.48,287.6718,-1
ISR,21,16-24,20-24,Christians,Arab,Christians,273.3333,276.3911,271.7221,25
ISR,19,16-24,16-19,Christians,Arab,Christians,277.553,291.4896,293.9225,33.4
ISR,27,25-34,25-29,Moslems,Arab,Moslems,311.3458,291.2898,291.4985,21.68
ISR,25,25-34,25-29,Moslems,Arab,Moslems,209.7721,239.3248,238.0079,-1
ISR,23,16-24,20-24,Moslems,Arab,Moslems,251.8041,241.9787,259.8218,-1
ISR,24,16-24,20-24,Druze,Arab,Druze,203.9016,181.1213,213.5943,-1
ISR,24,16-24,20-24,Druze,Arab,Druze,290.4045,258.5992,,23.2
ISR,21,16-24,20-24,Moslems,Arab,Moslems,198.6502,186.9167,200.8089,27
ISR,20,16-24,20-24,Moslems,Arab,Moslems,231.8933,196.8077,,4.62
ISR,20,16-24,20-24,Christians,Arab,Christians,214.1493,240.7621,204.1929,33.72
ISR,18,16-24,16-19,Moslems,Arab,Moslems,263.5532,244.0167,243.1603,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,148.9825,131.7962,179.9941,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,268.5181,268.0221,289.448,-1
ISR,38,35-44,35-39,Moslems,Arab,Moslems,206.2592,241.144,223.0777,27.78
ISR,16,16-24,16-19,Moslems,Arab,Moslems,284.6604,265.1667,262.5075,-1
ISR,62,55-65,60-65,Druze,Arab,Druze,191.7853,151.856,,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,308.6599,269.6696,273.957,-1
ISR,36,35-44,35-39,Moslems,Arab,Moslems,208.7437,181.1644,185.4089,-1
ISR,50,45-54,50-54,Druze,Arab,Druze,239.9275,254.3422,228.6152,-1
ISR,35,35-44,35-39,Christians,Arab,Christians,179.0075,174.4872,159.4673,23
ISR,44,35-44,40-44,Moslems,Arab,Moslems,287.7878,283.5804,,-1
ISR,39,35-44,35-39,Moslems,Arab,Moslems,183.6527,161.7242,175.8665,35.78
ISR,38,35-44,35-39,Moslems,Arab,Moslems,182.6263,155.9355,171.5987,24
ISR,40,35-44,40-44,Moslems,Arab,Moslems,103.6186,77.81198,,23
ISR,43,35-44,40-44,Moslems,Arab,Moslems,238.8549,221.3008,,-1
ISR,42,35-44,40-44,Moslems,Arab,Moslems,293.0184,364.4009,291.0292,54.81
ISR,43,35-44,40-44,Moslems,Arab,Moslems,203.6359,167.9833,,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,183.4167,122.3959,,-1
ISR,31,25-34,30-34,Moslems,Arab,Moslems,276.663,265.0303,,-1
ISR,37,35-44,35-39,Moslems,Arab,Moslems,272.1785,277.8658,284.088,48.17
ISR,37,35-44,35-39,Moslems,Arab,Moslems,206.0275,172.9681,,24
ISR,64,55-65,60-65,Moslems,Arab,Moslems,104.0959,101.1529,,-1
ISR,33,25-34,30-34,Moslems,Arab,Moslems,248.6192,257.523,246.9876,
ISR,34,25-34,30-34,Moslems,Arab,Moslems,211.523,197.509,,-1
ISR,29,25-34,25-29,Moslems,Arab,Moslems,163.9956,175.5046,157.1268,24
ISR,30,25-34,30-34,Moslems,Arab,Moslems,119.8817,87.05502,,-1
ISR,30,25-34,30-34,Moslems,Arab,Moslems,220.2465,196.2003,303.075,46
ISR,32,25-34,30-34,Moslems,Arab,Moslems,205.5797,182.3662,198.6164,-1
