OrderID,OrderDate,Cutomer Name,Customer Country,Customer City,Product Code@ProductName@Sales Cost,Sales Quantity,Sales Price,Fee,Department ,Discount
10412,13/01/2019,Wartian Herkku,Finland,Oulu,14@Tofu@7.165092,20,18.6,5291,Energy,9
10413,14/01/2019,La maison d'Asie,France,Toulouse,1@Chai@5.547168,24,14.4,8501,Defense,8
10413,14/01/2019,La maison d'Asie,France,Toulouse,62@Tarte au sucre@15.177668,40,39.4,6874,Energy,25
10413,14/01/2019,La maison d'Asie,France,Toulouse,76@Lakkalik??ri@5.547168,14,14.4,9391,Economy and Industry,23
10414,14/01/2019,Familia Arquibaldo,Brazil,Sao Paulo,19@Teatime Chocolate Biscuits@2.812106,18,7.3,11465,Agriculture and Rural Development,17
10414,14/01/2019,Familia Arquibaldo,Brazil,Sao Paulo,33@Geitost@0.77044,50,2,9895,Defense,25
10415,15/01/2019,Hungry Coyote Import Store,USA,Elgin,17@Alice Mutton@12.018864,2,31.2,10541,Economy and Industry,24
10415,15/01/2019,Hungry Coyote Import Store,USA,Elgin,33@Geitost@0.77044,20,2,10210,Energy,11
10416,16/01/2019,Wartian Herkku,Finland,Oulu,19@Teatime Chocolate Biscuits@2.812106,20,7.3,7863,Defense,19
10416,16/01/2019,Wartian Herkku,Finland,Oulu,53@Perth Pasties@10.092764,10,26.2,10923,Economy and Industry,16
10416,16/01/2019,Wartian Herkku,Finland,Oulu,57@Ravioli Angelo@6.009432,20,15.6,9136,Communications,7
10417,16/01/2019,Simons bistro,Denmark,Kobenhavn,38@C?te de Blaye@81.204376,50,210.8,8662,Energy,14
10417,16/01/2019,Simons bistro,Denmark,Kobenhavn,46@Spegesild@3.698112,2,9.6,10750,Energy,20
10417,16/01/2019,Simons bistro,Denmark,Kobenhavn,68@Scottish Longbreads@3.8522,36,10,6625,Culture and Sports,5
10417,16/01/2019,Simons bistro,Denmark,Kobenhavn,77@Original Frankfurter gr?ne So?e@4.006288,35,10.4,9638,Economy and Industry,15
10418,17/01/2019,QUICK-Stop,Israel,Bat Yam,2@Chang@5.855344,60,15.2,10019,Energy,13
10418,17/01/2019,QUICK-Stop,Israel,Bat Yam,47@Zaanse koeken@2.927672,55,7.6,5398,Communications,13
10418,17/01/2019,QUICK-Stop,Israel,Bat Yam,61@Sirop d'?rable@8.783016,16,22.8,5150,Defense,10
10418,17/01/2019,QUICK-Stop,Israel,Bat Yam,74@Longlife Tofu@3.08176,15,8,10282,Agriculture and Rural Development,23
10419,20/01/2019,Richter Supermarkt,Switzerland,Gen?ve,60@Camembert Pierrot@10.477984,60,27.2,7001,Agriculture and Rural Development,10
10419,20/01/2019,Richter Supermarkt,Switzerland,Gen?ve,69@Gudbrandsdalsost@11.094336,20,28.8,5476,Finance,7
10420,21/01/2019,Wellington Importadora,Brazil,Resende,9@Mishi Kobe Niku@29.893072,20,77.6,5670,Agriculture and Rural Development,15
10420,21/01/2019,Wellington Importadora,Brazil,Resende,13@Konbu@1.849056,2,4.8,10645,Communications,12
10420,21/01/2019,Wellington Importadora,Brazil,Resende,70@Outback Lager@4.62264,8,12,5113,Defense,11
10420,21/01/2019,Wellington Importadora,Brazil,Resende,73@R?d Kaviar@4.62264,20,12,7697,Defense,5
10421,21/01/2019,Que Del?cia,Brazil,Rio de Janeiro,19@Teatime Chocolate Biscuits@2.812106,4,7.3,11321,Finance,5
10421,21/01/2019,Que Del?cia,Brazil,Rio de Janeiro,26@Gumb?r Gummib?rchen@9.591978,30,24.9,6440,Agriculture and Rural Development,5
10421,21/01/2019,Que Del?cia,Brazil,Rio de Janeiro,53@Perth Pasties@10.092764,15,26.2,5008,Communications,6
10421,21/01/2019,Que Del?cia,Brazil,Rio de Janeiro,77@Original Frankfurter gr?ne So?e@4.006288,10,10.4,7000,Agriculture and Rural Development,8
10422,22/01/2019,Franchi S.p.A.,Italy,Torino,26@Gumb?r Gummib?rchen@9.591978,2,24.9,5727,Agriculture and Rural Development,7
10423,23/01/2019,Gourmet Lanchonetes,Brazil,Campinas,31@Gorgonzola Telino@3.8522,14,10,11237,Agriculture and Rural Development,23
10423,23/01/2019,Gourmet Lanchonetes,Brazil,Campinas,59@Raclette Courdavault@16.94968,20,44,10060,Defense,24
10424,23/01/2019,M?re Paillarde,Canada,Montr?al,35@Steeleye Stout@5.547168,60,14.4,7827,Defense,24
10424,23/01/2019,M?re Paillarde,Canada,Montr?al,38@C?te de Blaye@81.204376,49,210.8,10951,Culture and Sports,6
10424,23/01/2019,M?re Paillarde,Canada,Montr?al,68@Scottish Longbreads@3.8522,30,10,10580,Culture and Sports,7
10425,24/01/2019,La maison d'Asie,France,Toulouse,55@P?t? chinois@7.396224,10,19.2,11882,Defense,24
10425,24/01/2019,La maison d'Asie,France,Toulouse,76@Lakkalik??ri@5.547168,20,14.4,6681,Culture and Sports,25
10426,27/01/2019,Galer?a del gastr?nomo,Spain,Barcelona,56@Gnocchi di nonna Alice@11.710688,5,30.4,11546,Communications,6
10426,27/01/2019,Galer?a del gastr?nomo,Spain,Barcelona,64@Wimmers gute Semmelkn?del@10.246852,7,26.6,11494,Culture and Sports,11
10427,27/01/2019,Piccolo und mehr,Austria,Salzburg,14@Tofu@7.165092,35,18.6,12076,Culture and Sports,17
10428,28/01/2019,Reggiani Caseifici,Italy,Reggio Emilia,46@Spegesild@3.698112,20,9.6,11248,Communications,22
10429,29/01/2019,Hungry Owl All-Night Grocers,Ireland,Cork,50@Valkoinen suklaa@5.00786,40,13,7265,Economy and Industry,5
10429,29/01/2019,Hungry Owl All-Night Grocers,Ireland,Cork,63@Vegie-spread@13.521222,35,35.1,10033,Communications,9
10430,30/01/2019,Ernst Handel,Austria,Graz,17@Alice Mutton@12.018864,45,31.2,6521,Energy,22
10430,30/01/2019,Ernst Handel,Austria,Graz,21@Sir Rodney's Scones@3.08176,50,8,10115,Culture and Sports,21
10430,30/01/2019,Ernst Handel,Austria,Graz,56@Gnocchi di nonna Alice@11.710688,30,30.4,8252,Energy,8
10430,30/01/2019,Ernst Handel,Austria,Graz,59@Raclette Courdavault@16.94968,70,44,9018,Economy and Industry,11
10431,30/01/2019,Bottom-Dollar Markets,Canada,Tsawassen,17@Alice Mutton@12.018864,50,31.2,8859,Culture and Sports,15
10431,30/01/2019,Bottom-Dollar Markets,Canada,Tsawassen,40@Boston Crab Meat@5.662734,50,14.7,9381,Culture and Sports,16
10431,30/01/2019,Bottom-Dollar Markets,Canada,Tsawassen,47@Zaanse koeken@2.927672,30,7.6,11081,Defense,16
10432,31/01/2019,Split Rail Beer & Ale,USA,Lander,26@Gumb?r Gummib?rchen@9.591978,10,24.9,9540,Defense,14
10432,31/01/2019,Split Rail Beer & Ale,USA,Lander,54@Tourti?re@2.272798,40,5.9,5366,Culture and Sports,22
10433,03/02/2019,Princesa Isabel Vinhos,Portugal,Lisboa,56@Gnocchi di nonna Alice@11.710688,28,30.4,10661,Economy and Industry,6
10434,03/02/2019,Folk och f? HB,Sweden,Br?cke,11@Queso Cabrales@6.471696,6,16.8,6025,Communications,18
10434,03/02/2019,Folk och f? HB,Sweden,Br?cke,76@Lakkalik??ri@5.547168,18,14.4,11650,Energy,8
10435,04/02/2019,Consolidated Holdings,UK,London,2@Chang@5.855344,10,15.2,5805,Finance,8
10435,04/02/2019,Consolidated Holdings,UK,London,22@Gustaf's Kn?ckebr?d@6.471696,12,16.8,10122,Culture and Sports,15
10435,04/02/2019,Consolidated Holdings,UK,London,72@Mozzarella di Giovanni@10.709116,10,27.8,10556,Economy and Industry,21
10436,05/02/2019,Blondesddsl p?re et fils,France,Strasbourg,46@Spegesild@3.698112,5,9.6,10408,Finance,18
10436,05/02/2019,Blondesddsl p?re et fils,France,Strasbourg,56@Gnocchi di nonna Alice@11.710688,40,30.4,9556,Defense,12
10436,05/02/2019,Blondesddsl p?re et fils,France,Strasbourg,64@Wimmers gute Semmelkn?del@10.246852,30,26.6,10673,Economy and Industry,5
10436,05/02/2019,Blondesddsl p?re et fils,France,Strasbourg,75@Rh?nbr?u Klosterbier@2.388364,24,6.2,12081,Economy and Industry,23
10437,05/02/2019,Wartian Herkku,Finland,Oulu,53@Perth Pasties@10.092764,15,26.2,6431,Economy and Industry,15
10438,06/02/2019,Toms Spezialit?ten,Israel,Tel Aviv,19@Teatime Chocolate Biscuits@2.812106,15,7.3,11150,Defense,21
10438,06/02/2019,Toms Spezialit?ten,Israel,Tel Aviv,34@Sasquatch Ale@4.314464,20,11.2,6696,Culture and Sports,22
10438,06/02/2019,Toms Spezialit?ten,Israel,Tel Aviv,57@Ravioli Angelo@6.009432,15,15.6,7232,Defense,23
10439,07/02/2019,M?re Paillarde,Canada,Montr?al,12@Queso Manchego La Pastora@11.710688,15,30.4,6656,Energy,12
10439,07/02/2019,M?re Paillarde,Canada,Montr?al,16@Pavlova@5.354558,16,13.9,11232,Communications,10
10439,07/02/2019,M?re Paillarde,Canada,Montr?al,64@Wimmers gute Semmelkn?del@10.246852,6,26.6,10938,Energy,5
10439,07/02/2019,M?re Paillarde,Canada,Montr?al,74@Longlife Tofu@3.08176,30,8,11874,Finance,23
10440,10/02/2019,Save-a-lot Markets,USA,Boise,2@Chang@5.855344,45,15.2,5381,Finance,22
10440,10/02/2019,Save-a-lot Markets,USA,Boise,16@Pavlova@5.354558,49,13.9,10510,Agriculture and Rural Development,14
10440,10/02/2019,Save-a-lot Markets,USA,Boise,29@Th?ringer Rostbratwurst@38.13678,24,99,5876,Energy,21
10440,10/02/2019,Save-a-lot Markets,USA,Boise,61@Sirop d'?rable@8.783016,90,22.8,9819,Culture and Sports,15
10441,10/02/2019,Old World Delicatessen,USA,Anchorage,27@Schoggi Schokolade@13.521222,50,35.1,10243,Finance,24
10442,11/02/2019,Ernst Handel,Austria,Graz,11@Queso Cabrales@6.471696,30,16.8,7608,Culture and Sports,25
10442,11/02/2019,Ernst Handel,Austria,Graz,54@Tourti?re@2.272798,80,5.9,7227,Defense,6
10442,11/02/2019,Ernst Handel,Austria,Graz,66@Louisiana Hot Spiced Okra@5.238992,60,13.6,6233,Energy,14
10443,12/02/2019,Reggiani Caseifici,Italy,Reggio Emilia,11@Queso Cabrales@6.471696,6,16.8,7606,Economy and Industry,19
10443,12/02/2019,Reggiani Caseifici,Italy,Reggio Emilia,28@R?ssle Sauerkraut@14.022008,12,36.4,9250,Defense,11
10444,12/02/2019,Berglunds snabbk?p,Sweden,Lule?,17@Alice Mutton@12.018864,10,31.2,5875,Defense,10
10444,12/02/2019,Berglunds snabbk?p,Sweden,Lule?,26@Gumb?r Gummib?rchen@9.591978,15,24.9,5599,Communications,19
10444,12/02/2019,Berglunds snabbk?p,Sweden,Lule?,35@Steeleye Stout@5.547168,8,14.4,11168,Defense,20
10444,12/02/2019,Berglunds snabbk?p,Sweden,Lule?,41@Jack's New England Clam Chowder@2.966194,30,7.7,8710,Communications,16
10445,13/02/2019,Berglunds snabbk?p,Sweden,Lule?,39@Chartreuse verte@5.547168,6,14.4,7340,Energy,7
10445,13/02/2019,Berglunds snabbk?p,Sweden,Lule?,54@Tourti?re@2.272798,15,5.9,6678,Finance,25
10446,14/02/2019,Toms Spezialit?ten,Israel,Tel Aviv,19@Teatime Chocolate Biscuits@2.812106,12,7.3,11044,Energy,19
10446,14/02/2019,Toms Spezialit?ten,Israel,Tel Aviv,24@Guaran? Fant?stica@1.386792,20,3.6,10983,Culture and Sports,6
10446,14/02/2019,Toms Spezialit?ten,Israel,Tel Aviv,31@Gorgonzola Telino@3.8522,3,10,9852,Agriculture and Rural Development,14
10446,14/02/2019,Toms Spezialit?ten,Israel,Tel Aviv,52@Filo Mix@2.157232,15,5.6,5677,Culture and Sports,23
10447,14/02/2019,Ricardo Adocicados,Brazil,Rio de Janeiro,19@Teatime Chocolate Biscuits@2.812106,40,7.3,5656,Communications,13
10447,14/02/2019,Ricardo Adocicados,Brazil,Rio de Janeiro,65@Louisiana Fiery Hot Pepper Sauce@6.471696,35,16.8,9750,Finance,8
10447,14/02/2019,Ricardo Adocicados,Brazil,Rio de Janeiro,71@Flotemysost@6.625784,2,17.2,11703,Culture and Sports,22
10448,17/02/2019,Rancho grande,Argentina,Buenos Aires,26@Gumb?r Gummib?rchen@9.591978,6,24.9,7543,Finance,16
10448,17/02/2019,Rancho grande,Argentina,Buenos Aires,40@Boston Crab Meat@5.662734,20,14.7,9770,Culture and Sports,19
10449,18/02/2019,Blondesddsl p?re et fils,France,Strasbourg,10@Ikura@9.553456,14,24.8,11768,Economy and Industry,17
10449,18/02/2019,Blondesddsl p?re et fils,France,Strasbourg,52@Filo Mix@2.157232,20,5.6,5803,Agriculture and Rural Development,25
10449,18/02/2019,Blondesddsl p?re et fils,France,Strasbourg,62@Tarte au sucre@15.177668,35,39.4,10035,Energy,7
10450,19/02/2019,Victuailles en stock,France,Lyon,10@Ikura@9.553456,20,24.8,9673,Defense,25
10450,19/02/2019,Victuailles en stock,France,Lyon,54@Tourti?re@2.272798,6,5.9,6555,Economy and Industry,25
10451,19/02/2019,QUICK-Stop,Israel,Bat Yam,55@P?t? chinois@7.396224,120,19.2,10139,Energy,23
10451,19/02/2019,QUICK-Stop,Israel,Bat Yam,64@Wimmers gute Semmelkn?del@10.246852,35,26.6,10990,Agriculture and Rural Development,6
10451,19/02/2019,QUICK-Stop,Israel,Bat Yam,65@Louisiana Fiery Hot Pepper Sauce@6.471696,28,16.8,10931,Culture and Sports,19
10451,19/02/2019,QUICK-Stop,Israel,Bat Yam,77@Original Frankfurter gr?ne So?e@4.006288,55,10.4,9946,Communications,20
10452,20/02/2019,Save-a-lot Markets,USA,Boise,28@R?ssle Sauerkraut@14.022008,15,36.4,10684,Energy,8
10452,20/02/2019,Save-a-lot Markets,USA,Boise,44@Gula Malacca@5.97091,100,15.5,8865,Energy,5
10453,21/02/2019,Around the Horn,UK,Colchester,48@Chocolade@3.929244,15,10.2,6867,Communications,14
10453,21/02/2019,Around the Horn,UK,Colchester,70@Outback Lager@4.62264,25,12,10231,Agriculture and Rural Development,9
10454,21/02/2019,La maison d'Asie,France,Toulouse,16@Pavlova@5.354558,20,13.9,11580,Energy,5
10454,21/02/2019,La maison d'Asie,France,Toulouse,33@Geitost@0.77044,20,2,10957,Defense,6
10454,21/02/2019,La maison d'Asie,France,Toulouse,46@Spegesild@3.698112,10,9.6,8545,Finance,24
10455,24/02/2019,Wartian Herkku,Finland,Oulu,39@Chartreuse verte@5.547168,20,14.4,6829,Energy,16
10455,24/02/2019,Wartian Herkku,Finland,Oulu,53@Perth Pasties@10.092764,50,26.2,11223,Defense,10
10455,24/02/2019,Wartian Herkku,Finland,Oulu,61@Sirop d'?rable@8.783016,25,22.8,9960,Communications,18
10455,24/02/2019,Wartian Herkku,Finland,Oulu,71@Flotemysost@6.625784,30,17.2,9394,Communications,6
10456,25/02/2019,K?niglich Essen,Israel,Dimona,21@Sir Rodney's Scones@3.08176,40,8,12479,Communications,24
10456,25/02/2019,K?niglich Essen,Israel,Dimona,49@Maxilaku@6.16352,21,16,8194,Culture and Sports,22
10457,25/02/2019,K?niglich Essen,Israel,Dimona,59@Raclette Courdavault@16.94968,36,44,7891,Agriculture and Rural Development,18
10458,26/02/2019,Supr?mes d?lices,Belgium,Charleroi,26@Gumb?r Gummib?rchen@9.591978,30,24.9,12389,Economy and Industry,14
10458,26/02/2019,Supr?mes d?lices,Belgium,Charleroi,28@R?ssle Sauerkraut@14.022008,30,36.4,10033,Culture and Sports,13
10458,26/02/2019,Supr?mes d?lices,Belgium,Charleroi,43@Ipoh Coffee@14.176096,20,36.8,9841,Agriculture and Rural Development,21
10458,26/02/2019,Supr?mes d?lices,Belgium,Charleroi,56@Gnocchi di nonna Alice@11.710688,15,30.4,10660,Communications,13
10458,26/02/2019,Supr?mes d?lices,Belgium,Charleroi,71@Flotemysost@6.625784,50,17.2,5742,Defense,24
10459,27/02/2019,Victuailles en stock,France,Lyon,7@Uncle Bob's Organic Dried Pears@9.24528,16,24,8577,Defense,15
10459,27/02/2019,Victuailles en stock,France,Lyon,46@Spegesild@3.698112,20,9.6,8783,Finance,11
10459,27/02/2019,Victuailles en stock,France,Lyon,72@Mozzarella di Giovanni@10.709116,40,27.8,7523,Agriculture and Rural Development,13
10460,28/02/2019,Folk och f? HB,Sweden,Br?cke,68@Scottish Longbreads@3.8522,21,10,12388,Communications,11
10460,28/02/2019,Folk och f? HB,Sweden,Br?cke,75@Rh?nbr?u Klosterbier@2.388364,4,6.2,5268,Defense,13
10461,28/02/2019,LILA-Supermercado,Venezuela,Barquisimeto,21@Sir Rodney's Scones@3.08176,40,8,7389,Culture and Sports,23
10461,28/02/2019,LILA-Supermercado,Venezuela,Barquisimeto,30@Nord-Ost Matjeshering@7.974054,28,20.7,7165,Agriculture and Rural Development,10
10461,28/02/2019,LILA-Supermercado,Venezuela,Barquisimeto,55@P?t? chinois@7.396224,60,19.2,11655,Culture and Sports,7
10462,03/03/2019,Consolidated Holdings,UK,London,13@Konbu@1.849056,1,4.8,8099,Economy and Industry,24
10462,03/03/2019,Consolidated Holdings,UK,London,23@Tunnbr?d@2.773584,21,7.2,7961,Agriculture and Rural Development,19
10463,04/03/2019,Supr?mes d?lices,Belgium,Charleroi,19@Teatime Chocolate Biscuits@2.812106,21,7.3,10946,Energy,17
10463,04/03/2019,Supr?mes d?lices,Belgium,Charleroi,42@Singaporean Hokkien Fried Mee@4.314464,50,11.2,9034,Economy and Industry,6
10464,04/03/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,4@Chef Anton's Cajun Seasoning@6.779872,16,17.6,10816,Culture and Sports,15
10464,04/03/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,43@Ipoh Coffee@14.176096,3,36.8,10094,Economy and Industry,25
10464,04/03/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,56@Gnocchi di nonna Alice@11.710688,30,30.4,8129,Culture and Sports,11
10464,04/03/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,60@Camembert Pierrot@10.477984,20,27.2,8171,Agriculture and Rural Development,16
10465,05/03/2019,Vaffeljernet,Denmark,?rhus,24@Guaran? Fant?stica@1.386792,25,3.6,7854,Economy and Industry,23
10465,05/03/2019,Vaffeljernet,Denmark,?rhus,29@Th?ringer Rostbratwurst@38.13678,18,99,5771,Energy,9
10465,05/03/2019,Vaffeljernet,Denmark,?rhus,40@Boston Crab Meat@5.662734,20,14.7,11606,Defense,23
10465,05/03/2019,Vaffeljernet,Denmark,?rhus,45@Rogede sild@2.927672,30,7.6,5291,Culture and Sports,16
10465,05/03/2019,Vaffeljernet,Denmark,?rhus,50@Valkoinen suklaa@5.00786,25,13,7763,Economy and Industry,10
10466,06/03/2019,Com?rcio Mineiro,Brazil,Sao Paulo,11@Queso Cabrales@6.471696,10,16.8,6456,Communications,12
10466,06/03/2019,Com?rcio Mineiro,Brazil,Sao Paulo,46@Spegesild@3.698112,5,9.6,12453,Agriculture and Rural Development,14
10467,06/03/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,24@Guaran? Fant?stica@1.386792,28,3.6,7686,Finance,23
10467,06/03/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,25@NuNuCa Nu?-Nougat-Creme@4.314464,12,11.2,7856,Communications,9
10468,07/03/2019,K?niglich Essen,Israel,Dimona,30@Nord-Ost Matjeshering@7.974054,8,20.7,6804,Culture and Sports,6
10468,07/03/2019,K?niglich Essen,Israel,Dimona,43@Ipoh Coffee@14.176096,15,36.8,8627,Economy and Industry,25
10469,10/03/2019,White Clover Markets,USA,Seattle,2@Chang@5.855344,40,15.2,6371,Energy,11
10469,10/03/2019,White Clover Markets,USA,Seattle,16@Pavlova@5.354558,35,13.9,6464,Defense,16
10469,10/03/2019,White Clover Markets,USA,Seattle,44@Gula Malacca@5.97091,2,15.5,7556,Finance,24
10470,11/03/2019,Bon app',France,Marseille,18@Carnarvon Tigers@19.261,30,50,5050,Culture and Sports,22
10470,11/03/2019,Bon app',France,Marseille,23@Tunnbr?d@2.773584,15,7.2,10251,Agriculture and Rural Development,24
10470,11/03/2019,Bon app',France,Marseille,64@Wimmers gute Semmelkn?del@10.246852,8,26.6,9577,Defense,22
10471,11/03/2019,B's Beverages,UK,London,7@Uncle Bob's Organic Dried Pears@9.24528,30,24,11483,Economy and Industry,7
10471,11/03/2019,B's Beverages,UK,London,56@Gnocchi di nonna Alice@11.710688,20,30.4,9543,Agriculture and Rural Development,20
10472,12/03/2019,Seven Seas Imports,UK,London,24@Guaran? Fant?stica@1.386792,80,3.6,9844,Agriculture and Rural Development,19
10472,12/03/2019,Seven Seas Imports,UK,London,51@Manjimup Dried Apples@16.333328,18,42.4,10749,Economy and Industry,25
10473,13/03/2019,Island Trading,UK,Cowes,33@Geitost@0.77044,12,2,8037,Communications,5
10473,13/03/2019,Island Trading,UK,Cowes,71@Flotemysost@6.625784,12,17.2,9250,Culture and Sports,21
10474,13/03/2019,Pericles Comidas cl?sicas,Mexico,M?xico D.F.,14@Tofu@7.165092,12,18.6,6426,Defense,23
10474,13/03/2019,Pericles Comidas cl?sicas,Mexico,M?xico D.F.,28@R?ssle Sauerkraut@14.022008,18,36.4,6131,Finance,23
10474,13/03/2019,Pericles Comidas cl?sicas,Mexico,M?xico D.F.,40@Boston Crab Meat@5.662734,21,14.7,11273,Agriculture and Rural Development,5
10474,13/03/2019,Pericles Comidas cl?sicas,Mexico,M?xico D.F.,75@Rh?nbr?u Klosterbier@2.388364,10,6.2,11494,Defense,12
10475,14/03/2019,Supr?mes d?lices,Belgium,Charleroi,31@Gorgonzola Telino@3.8522,35,10,7381,Economy and Industry,16
10475,14/03/2019,Supr?mes d?lices,Belgium,Charleroi,66@Louisiana Hot Spiced Okra@5.238992,60,13.6,7420,Economy and Industry,5
10475,14/03/2019,Supr?mes d?lices,Belgium,Charleroi,76@Lakkalik??ri@5.547168,42,14.4,9695,Agriculture and Rural Development,6
10476,17/03/2019,HILARION-Abastos,Venezuela,San Crist?bal,55@P?t? chinois@7.396224,2,19.2,11793,Economy and Industry,25
10476,17/03/2019,HILARION-Abastos,Venezuela,San Crist?bal,70@Outback Lager@4.62264,12,12,9281,Agriculture and Rural Development,5
10477,17/03/2019,Princesa Isabel Vinhos,Portugal,Lisboa,1@Chai@5.547168,15,14.4,8973,Economy and Industry,18
10477,17/03/2019,Princesa Isabel Vinhos,Portugal,Lisboa,21@Sir Rodney's Scones@3.08176,21,8,7336,Economy and Industry,12
10477,17/03/2019,Princesa Isabel Vinhos,Portugal,Lisboa,39@Chartreuse verte@5.547168,20,14.4,10808,Agriculture and Rural Development,18
10478,18/03/2019,Victuailles en stock,France,Lyon,10@Ikura@9.553456,20,24.8,6835,Culture and Sports,16
10479,19/03/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,38@C?te de Blaye@81.204376,30,210.8,7030,Energy,12
10479,19/03/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,53@Perth Pasties@10.092764,28,26.2,10443,Economy and Industry,5
10479,19/03/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,59@Raclette Courdavault@16.94968,60,44,11856,Agriculture and Rural Development,24
10479,19/03/2019,Rattlesnake Canyon Grocery,USA,Albuquerque,64@Wimmers gute Semmelkn?del@10.246852,30,26.6,6715,Agriculture and Rural Development,20
10480,20/03/2019,Folies gourmandes,France,Lille,47@Zaanse koeken@2.927672,30,7.6,8065,Defense,18
10480,20/03/2019,Folies gourmandes,France,Lille,59@Raclette Courdavault@16.94968,12,44,9483,Economy and Industry,5
10481,20/03/2019,Ricardo Adocicados,Brazil,Rio de Janeiro,49@Maxilaku@6.16352,24,16,7241,Agriculture and Rural Development,8
10481,20/03/2019,Ricardo Adocicados,Brazil,Rio de Janeiro,60@Camembert Pierrot@10.477984,40,27.2,8083,Economy and Industry,16
10482,21/03/2019,Lazy K Kountry Store,USA,Walla Walla,40@Boston Crab Meat@5.662734,10,14.7,7109,Energy,7
10483,24/03/2019,White Clover Markets,USA,Seattle,34@Sasquatch Ale@4.314464,35,11.2,9716,Finance,23
10483,24/03/2019,White Clover Markets,USA,Seattle,77@Original Frankfurter gr?ne So?e@4.006288,30,10.4,10160,Agriculture and Rural Development,18
10484,24/03/2019,B's Beverages,UK,London,21@Sir Rodney's Scones@3.08176,14,8,6914,Finance,9
10484,24/03/2019,B's Beverages,UK,London,40@Boston Crab Meat@5.662734,10,14.7,6226,Defense,16
10484,24/03/2019,B's Beverages,UK,London,51@Manjimup Dried Apples@16.333328,3,42.4,12290,Culture and Sports,24
10485,25/03/2019,LINO-Delicateses,Venezuela,I. de Margarita,2@Chang@5.855344,20,15.2,10035,Energy,6
10485,25/03/2019,LINO-Delicateses,Venezuela,I. de Margarita,3@Aniseed Syrup@3.08176,20,8,10352,Finance,22
10485,25/03/2019,LINO-Delicateses,Venezuela,I. de Margarita,55@P?t? chinois@7.396224,30,19.2,9472,Finance,10
10485,25/03/2019,LINO-Delicateses,Venezuela,I. de Margarita,70@Outback Lager@4.62264,60,12,6171,Energy,17
10486,26/03/2019,HILARION-Abastos,Venezuela,San Crist?bal,11@Queso Cabrales@6.471696,5,16.8,10516,Economy and Industry,9
10486,26/03/2019,HILARION-Abastos,Venezuela,San Crist?bal,51@Manjimup Dried Apples@16.333328,25,42.4,5453,Agriculture and Rural Development,5
10486,26/03/2019,HILARION-Abastos,Venezuela,San Crist?bal,74@Longlife Tofu@3.08176,16,8,5547,Communications,9
10487,26/03/2019,Queen Cozinha,Brazil,Sao Paulo,19@Teatime Chocolate Biscuits@2.812106,5,7.3,8829,Energy,17
10487,26/03/2019,Queen Cozinha,Brazil,Sao Paulo,26@Gumb?r Gummib?rchen@9.591978,30,24.9,7615,Energy,11
10487,26/03/2019,Queen Cozinha,Brazil,Sao Paulo,54@Tourti?re@2.272798,24,5.9,12019,Culture and Sports,17
10488,27/03/2019,Frankenversand,Israel,Haifa,59@Raclette Courdavault@16.94968,30,44,8727,Economy and Industry,17
10488,27/03/2019,Frankenversand,Israel,Haifa,73@R?d Kaviar@4.62264,20,12,6143,Culture and Sports,10
10489,28/03/2019,Piccolo und mehr,Austria,Salzburg,11@Queso Cabrales@6.471696,15,16.8,8659,Defense,23
10489,28/03/2019,Piccolo und mehr,Austria,Salzburg,16@Pavlova@5.354558,18,13.9,11087,Agriculture and Rural Development,20
10490,31/03/2019,HILARION-Abastos,Venezuela,San Crist?bal,59@Raclette Courdavault@16.94968,60,44,5926,Economy and Industry,24
10490,31/03/2019,HILARION-Abastos,Venezuela,San Crist?bal,68@Scottish Longbreads@3.8522,30,10,11675,Culture and Sports,5
10490,31/03/2019,HILARION-Abastos,Venezuela,San Crist?bal,75@Rh?nbr?u Klosterbier@2.388364,36,6.2,5326,Finance,17
10491,31/03/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,44@Gula Malacca@5.97091,15,15.5,9738,Energy,25
10491,31/03/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,77@Original Frankfurter gr?ne So?e@4.006288,7,10.4,9891,Communications,24
10492,01/04/2019,Bottom-Dollar Markets,Canada,Tsawassen,25@NuNuCa Nu?-Nougat-Creme@4.314464,60,11.2,10348,Economy and Industry,9
10492,01/04/2019,Bottom-Dollar Markets,Canada,Tsawassen,42@Singaporean Hokkien Fried Mee@4.314464,20,11.2,10751,Energy,14
10493,02/04/2019,La maison d'Asie,France,Toulouse,65@Louisiana Fiery Hot Pepper Sauce@6.471696,15,16.8,11043,Defense,20
10493,02/04/2019,La maison d'Asie,France,Toulouse,66@Louisiana Hot Spiced Okra@5.238992,10,13.6,10156,Communications,7
10493,02/04/2019,La maison d'Asie,France,Toulouse,69@Gudbrandsdalsost@11.094336,10,28.8,12134,Agriculture and Rural Development,9
