OrderID,ProductName,OrderDate,Cutomer Name,Customer Country,Customer City,Sales Quantity,Sales Price,Title Last and First Name
10391,Konbu,2018-12-23 22:0,Drachenblut Delikatessen,Germany,Aachen,18,4.8,Sales Representative#Leverling#Janet
10392,Gudbrandsdalsost,2018-12-24 8:24,Piccolo und mehr,Austria,Salzburg,50,28.8,"Vice President, Sales#Fuller#Andrew"
10393,Chang,2018-12-26 13:36,Save-a-lot Markets,USA,Boise,25,15.2,Sales Representative#Davolio#Nancy
10393,Tofu,2018-12-26 16:24,Save-a-lot Markets,USA,Boise,42,18.6,Sales Representative#Davolio#Nancy
10393,NuNuCa Nu?-Nougat-Creme,2018-12-25 21:48,Save-a-lot Markets,USA,Boise,7,11.2,Sales Representative#Davolio#Nancy
10393,Gumb?r Gummib?rchen,2018-12-25 20:48,Save-a-lot Markets,USA,Boise,70,24.9,Sales Representative#Davolio#Nancy
10393,Gorgonzola Telino,2018-12-26 2:12,Save-a-lot Markets,USA,Boise,32,10,Sales Representative#Davolio#Nancy
10394,Konbu,2018-12-26 5:24,Hungry Coyote Import Store,USA,Elgin,10,4.8,Sales Representative#Davolio#Nancy
10394,Tarte au sucre,2018-12-26 10:24,Hungry Coyote Import Store,USA,Elgin,10,39.4,Sales Representative#Davolio#Nancy
10395,Spegesild,2018-12-26 19:24,HILARION-Abastos,Venezuela,San Crist?bal,28,9.6,Sales Representative#Suyama#Michael
10395,Perth Pasties,2018-12-26 11:48,HILARION-Abastos,Venezuela,San Crist?bal,70,26.2,Sales Representative#Suyama#Michael
10395,Gudbrandsdalsost,2018-12-26 13:48,HILARION-Abastos,Venezuela,San Crist?bal,8,28.8,Sales Representative#Suyama#Michael
10396,Tunnbr?d,2018-12-28 2:36,Frankenversand,Germany,M?nchen,40,7.2,Sales Representative#Davolio#Nancy
10396,Flotemysost,2018-12-28 5:24,Frankenversand,Germany,M?nchen,60,17.2,Sales Representative#Davolio#Nancy
10396,Mozzarella di Giovanni,2018-12-28 2:36,Frankenversand,Germany,M?nchen,21,27.8,Sales Representative#Davolio#Nancy
10397,Sir Rodney's Scones,2018-12-28 10:12,Princesa Isabel Vinhos,Portugal,Lisboa,10,8,Sales Manager#Buchanan#Steven
10397,Manjimup Dried Apples,2018-12-28 14:48,Princesa Isabel Vinhos,Portugal,Lisboa,18,42.4,Sales Manager#Buchanan#Steven
10398,Steeleye Stout,2018-12-31 18:12,Save-a-lot Markets,USA,Boise,30,14.4,"Vice President, Sales#Fuller#Andrew"
10398,P?t? chinois,2018-12-30 5:24,Save-a-lot Markets,USA,Boise,120,19.2,"Vice President, Sales#Fuller#Andrew"
10399,Scottish Longbreads,2018-12-31 23:0,Vaffeljernet,Denmark,?rhus,60,10,Inside Sales Coordinator#Callahan#Laura
10399,Flotemysost,2019-1-1 13:0,Vaffeljernet,Denmark,?rhus,30,17.2,Inside Sales Coordinator#Callahan#Laura
10399,Lakkalik??ri,2019-1-1 6:12,Vaffeljernet,Denmark,?rhus,35,14.4,Inside Sales Coordinator#Callahan#Laura
10399,Original Frankfurter gr?ne So?e,2019-1-1 6:36,Vaffeljernet,Denmark,?rhus,14,10.4,Inside Sales Coordinator#Callahan#Laura
10400,Th?ringer Rostbratwurst,2019-1-1 7:48,Eastern Connection,UK,London,21,99,Sales Representative#Davolio#Nancy
10400,Steeleye Stout,2019-1-1 23:36,Eastern Connection,UK,London,35,14.4,Sales Representative#Davolio#Nancy
10400,Maxilaku,2019-1-1 21:48,Eastern Connection,UK,London,30,16,Sales Representative#Davolio#Nancy
10401,Nord-Ost Matjeshering,2019-1-1 22:0,Rattlesnake Canyon Grocery,USA,Albuquerque,18,20.7,Sales Representative#Davolio#Nancy
10401,Gnocchi di nonna Alice,2019-1-2 3:12,Rattlesnake Canyon Grocery,USA,Albuquerque,70,30.4,Sales Representative#Davolio#Nancy
10401,Louisiana Fiery Hot Pepper Sauce,2019-1-2 9:0,Rattlesnake Canyon Grocery,USA,Albuquerque,20,16.8,Sales Representative#Davolio#Nancy
10401,Flotemysost,2019-1-2 12:0,Rattlesnake Canyon Grocery,USA,Albuquerque,60,17.2,Sales Representative#Davolio#Nancy
10402,Tunnbr?d,2019-1-3 4:48,Ernst Handel,Austria,Graz,60,7.2,Inside Sales Coordinator#Callahan#Laura
10402,Vegie-spread,2019-1-3 14:12,Ernst Handel,Austria,Graz,65,35.1,Inside Sales Coordinator#Callahan#Laura
10403,Pavlova,2019-1-3 19:36,Ernst Handel,Austria,Graz,21,13.9,Sales Representative#Peacock#Margaret
10403,Chocolade,2019-1-4 19:48,Ernst Handel,Austria,Graz,70,10.2,Sales Representative#Peacock#Margaret
10404,Gumb?r Gummib?rchen,2019-1-3 12:36,Magazzini Alimentari Riuniti,Italy,Bergamo,30,24.9,"Vice President, Sales#Fuller#Andrew"
10404,Singaporean Hokkien Fried Mee,2019-1-4 14:0,Magazzini Alimentari Riuniti,Italy,Bergamo,40,11.2,"Vice President, Sales#Fuller#Andrew"
10404,Maxilaku,2019-1-4 18:24,Magazzini Alimentari Riuniti,Italy,Bergamo,30,16,"Vice President, Sales#Fuller#Andrew"
10405,Aniseed Syrup,2019-1-7 16:12,LINO-Delicateses,Venezuela,I. de Margarita,50,8,Sales Representative#Davolio#Nancy
10406,Chai,2019-1-8 8:36,Queen Cozinha,Brazil,Sao Paulo,10,14.4,Sales Representative#King#Robert
10406,Sir Rodney's Scones,2019-1-7 7:0,Queen Cozinha,Brazil,Sao Paulo,30,8,Sales Representative#King#Robert
10406,R?ssle Sauerkraut,2019-1-8 10:24,Queen Cozinha,Brazil,Sao Paulo,42,36.4,Sales Representative#King#Robert
10406,Inlagd Sill,2019-1-8 3:48,Queen Cozinha,Brazil,Sao Paulo,5,15.2,Sales Representative#King#Robert
10406,Boston Crab Meat,2019-1-7 14:36,Queen Cozinha,Brazil,Sao Paulo,2,14.7,Sales Representative#King#Robert
10407,Queso Cabrales,2019-1-7 13:36,Ottilies K?seladen,Germany,K?ln,30,16.8,"Vice President, Sales#Fuller#Andrew"
10407,Gudbrandsdalsost,2019-1-8 6:48,Ottilies K?seladen,Germany,K?ln,15,28.8,"Vice President, Sales#Fuller#Andrew"
10407,Flotemysost,2019-1-7 16:48,Ottilies K?seladen,Germany,K?ln,15,17.2,"Vice President, Sales#Fuller#Andrew"
10408,Gravad lax,2019-1-8 4:0,Folies gourmandes,France,Lille,10,20.8,Inside Sales Coordinator#Callahan#Laura
10408,Tourti?re,2019-1-9 4:0,Folies gourmandes,France,Lille,6,5.9,Inside Sales Coordinator#Callahan#Laura
10408,Tarte au sucre,2019-1-8 7:12,Folies gourmandes,France,Lille,35,39.4,Inside Sales Coordinator#Callahan#Laura
10409,Tofu,2019-1-9 21:48,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,12,18.6,Sales Representative#Leverling#Janet
10409,Sir Rodney's Scones,2019-1-10 3:24,Oc?ano Atl?ntico Ltda.,Argentina,Buenos Aires,12,8,Sales Representative#Leverling#Janet
10410,Geitost,2019-1-10 20:36,Bottom-Dollar Markets,Canada,Tsawassen,49,2,Sales Representative#Leverling#Janet
10410,Raclette Courdavault,2019-1-11 5:48,Bottom-Dollar Markets,Canada,Tsawassen,16,44,Sales Representative#Leverling#Janet
10411,Jack's New England Clam Chowder,2019-1-10 15:0,Bottom-Dollar Markets,Canada,Tsawassen,25,7.7,Sales Representative#Dodsworth#Anne
10411,Gula Malacca,2019-1-10 15:12,Bottom-Dollar Markets,Canada,Tsawassen,40,15.5,Sales Representative#Dodsworth#Anne
10411,Raclette Courdavault,2019-1-11 4:12,Bottom-Dollar Markets,Canada,Tsawassen,9,44,Sales Representative#Dodsworth#Anne
10412,Tofu,2019-1-14 19:48,Wartian Herkku,Finland,Oulu,20,18.6,Inside Sales Coordinator#Callahan#Laura
10413,Chai,2019-1-14 10:0,La maison d'Asie,France,Toulouse,24,14.4,Sales Representative#Leverling#Janet
10413,Tarte au sucre,2019-1-15 1:24,La maison d'Asie,France,Toulouse,40,39.4,Sales Representative#Leverling#Janet
10413,Lakkalik??ri,2019-1-15 14:12,La maison d'Asie,France,Toulouse,14,14.4,Sales Representative#Leverling#Janet
10414,Teatime Chocolate Biscuits,2019-1-15 10:24,Familia Arquibaldo,Brazil,Sao Paulo,18,7.3,"Vice President, Sales#Fuller#Andrew"
10414,Geitost,2019-1-14 15:0,Familia Arquibaldo,Brazil,Sao Paulo,50,2,"Vice President, Sales#Fuller#Andrew"
10415,Alice Mutton,2019-1-15 20:0,Hungry Coyote Import Store,USA,Elgin,2,31.2,Sales Representative#Leverling#Janet
10415,Geitost,2019-1-16 9:36,Hungry Coyote Import Store,USA,Elgin,20,2,Sales Representative#Leverling#Janet
10416,Teatime Chocolate Biscuits,2019-1-17 20:36,Wartian Herkku,Finland,Oulu,20,7.3,Inside Sales Coordinator#Callahan#Laura
10416,Perth Pasties,2019-1-17 4:12,Wartian Herkku,Finland,Oulu,10,26.2,Inside Sales Coordinator#Callahan#Laura
10416,Ravioli Angelo,2019-1-16 23:24,Wartian Herkku,Finland,Oulu,20,15.6,Inside Sales Coordinator#Callahan#Laura
10417,C?te de Blaye,2019-1-16 21:48,Simons bistro,Denmark,Kobenhavn,50,210.8,Sales Representative#Peacock#Margaret
10417,Spegesild,2019-1-17 11:48,Simons bistro,Denmark,Kobenhavn,2,9.6,Sales Representative#Peacock#Margaret
10417,Scottish Longbreads,2019-1-17 0:24,Simons bistro,Denmark,Kobenhavn,36,10,Sales Representative#Peacock#Margaret
10417,Original Frankfurter gr?ne So?e,2019-1-16 19:0,Simons bistro,Denmark,Kobenhavn,35,10.4,Sales Representative#Peacock#Margaret
10418,Chang,2019-1-17 15:24,QUICK-Stop,Germany,Cunewalde,60,15.2,Sales Representative#Peacock#Margaret
10418,Zaanse koeken,2019-1-18 11:12,QUICK-Stop,Germany,Cunewalde,55,7.6,Sales Representative#Peacock#Margaret
10418,Sirop d'?rable,2019-1-18 7:12,QUICK-Stop,Germany,Cunewalde,16,22.8,Sales Representative#Peacock#Margaret
10418,Longlife Tofu,2019-1-18 4:12,QUICK-Stop,Germany,Cunewalde,15,8,Sales Representative#Peacock#Margaret
10419,Camembert Pierrot,2019-1-21 8:24,Richter Supermarkt,Switzerland,Gen?ve,60,27.2,Sales Representative#Peacock#Margaret
10419,Gudbrandsdalsost,2019-1-21 10:24,Richter Supermarkt,Switzerland,Gen?ve,20,28.8,Sales Representative#Peacock#Margaret
10420,Mishi Kobe Niku,2019-1-21 13:12,Wellington Importadora,Brazil,Resende,20,77.6,Sales Representative#Leverling#Janet
10420,Konbu,2019-1-21 15:0,Wellington Importadora,Brazil,Resende,2,4.8,Sales Representative#Leverling#Janet
10420,Outback Lager,2019-1-21 14:36,Wellington Importadora,Brazil,Resende,8,12,Sales Representative#Leverling#Janet
10420,R?d Kaviar,2019-1-22 2:0,Wellington Importadora,Brazil,Resende,20,12,Sales Representative#Leverling#Janet
10421,Teatime Chocolate Biscuits,2019-1-22 15:36,Que Del?cia,Brazil,Rio de Janeiro,4,7.3,Inside Sales Coordinator#Callahan#Laura
10421,Gumb?r Gummib?rchen,2019-1-21 9:48,Que Del?cia,Brazil,Rio de Janeiro,30,24.9,Inside Sales Coordinator#Callahan#Laura
10421,Perth Pasties,2019-1-22 1:36,Que Del?cia,Brazil,Rio de Janeiro,15,26.2,Inside Sales Coordinator#Callahan#Laura
10421,Original Frankfurter gr?ne So?e,2019-1-21 21:12,Que Del?cia,Brazil,Rio de Janeiro,10,10.4,Inside Sales Coordinator#Callahan#Laura
10422,Gumb?r Gummib?rchen,2019-1-23 1:48,Franchi S.p.A.,Italy,Torino,2,24.9,"Vice President, Sales#Fuller#Andrew"
10423,Gorgonzola Telino,2019-1-23 19:24,Gourmet Lanchonetes,Brazil,Campinas,14,10,Sales Representative#Suyama#Michael
10423,Raclette Courdavault,2019-1-24 1:24,Gourmet Lanchonetes,Brazil,Campinas,20,44,Sales Representative#Suyama#Michael
10424,Steeleye Stout,2019-1-24 1:24,M?re Paillarde,Canada,Montr?al,60,14.4,Sales Representative#King#Robert
10424,C?te de Blaye,2019-1-23 22:24,M?re Paillarde,Canada,Montr?al,49,210.8,Sales Representative#King#Robert
10424,Scottish Longbreads,2019-1-24 7:12,M?re Paillarde,Canada,Montr?al,30,10,Sales Representative#King#Robert
10425,P?t? chinois,2019-1-25 13:24,La maison d'Asie,France,Toulouse,10,19.2,Sales Representative#Suyama#Michael
10425,Lakkalik??ri,2019-1-25 10:36,La maison d'Asie,France,Toulouse,20,14.4,Sales Representative#Suyama#Michael
10426,Gnocchi di nonna Alice,2019-1-28 1:24,Galer?a del gastr?nomo,Spain,Barcelona,5,30.4,Sales Representative#Peacock#Margaret
10426,Wimmers gute Semmelkn?del,2019-1-28 12:12,Galer?a del gastr?nomo,Spain,Barcelona,7,26.6,Sales Representative#Peacock#Margaret
10427,Tofu,2019-1-28 2:0,Piccolo und mehr,Austria,Salzburg,35,18.6,Sales Representative#Peacock#Margaret
10428,Spegesild,2019-1-28 17:36,Reggiani Caseifici,Italy,Reggio Emilia,20,9.6,Sales Representative#King#Robert
10429,Valkoinen suklaa,2019-1-29 13:12,Hungry Owl All-Night Grocers,Ireland,Cork,40,13,Sales Representative#Leverling#Janet
10429,Vegie-spread,2019-1-30 21:0,Hungry Owl All-Night Grocers,Ireland,Cork,35,35.1,Sales Representative#Leverling#Janet
10430,Alice Mutton,2019-1-31 2:12,Ernst Handel,Austria,Graz,45,31.2,Sales Representative#Peacock#Margaret
10430,Sir Rodney's Scones,2019-1-30 8:36,Ernst Handel,Austria,Graz,50,8,Sales Representative#Peacock#Margaret
10430,Gnocchi di nonna Alice,2019-1-30 9:24,Ernst Handel,Austria,Graz,30,30.4,Sales Representative#Peacock#Margaret
10430,Raclette Courdavault,2019-1-30 13:12,Ernst Handel,Austria,Graz,70,44,Sales Representative#Peacock#Margaret
10431,Alice Mutton,2019-1-30 7:0,Bottom-Dollar Markets,Canada,Tsawassen,50,31.2,Sales Representative#Peacock#Margaret
10431,Boston Crab Meat,2019-1-31 7:12,Bottom-Dollar Markets,Canada,Tsawassen,50,14.7,Sales Representative#Peacock#Margaret
10431,Zaanse koeken,2019-1-31 2:24,Bottom-Dollar Markets,Canada,Tsawassen,30,7.6,Sales Representative#Peacock#Margaret
10432,Gumb?r Gummib?rchen,2019-2-1 4:0,Split Rail Beer & Ale,USA,Lander,10,24.9,Sales Representative#Leverling#Janet
10432,Tourti?re,2019-1-31 20:0,Split Rail Beer & Ale,USA,Lander,40,5.9,Sales Representative#Leverling#Janet
10433,Gnocchi di nonna Alice,2019-2-4 15:24,Princesa Isabel Vinhos,Portugal,Lisboa,28,30.4,Sales Representative#Leverling#Janet
10434,Queso Cabrales,2019-2-3 9:48,Folk och f? HB,Sweden,Br?cke,6,16.8,Sales Representative#Leverling#Janet
10434,Lakkalik??ri,2019-2-4 4:36,Folk och f? HB,Sweden,Br?cke,18,14.4,Sales Representative#Leverling#Janet
10435,Chang,2019-2-5 20:0,Consolidated Holdings,UK,London,10,15.2,Inside Sales Coordinator#Callahan#Laura
10435,Gustaf's Kn?ckebr?d,2019-2-4 17:24,Consolidated Holdings,UK,London,12,16.8,Inside Sales Coordinator#Callahan#Laura
10435,Mozzarella di Giovanni,2019-2-4 5:12,Consolidated Holdings,UK,London,10,27.8,Inside Sales Coordinator#Callahan#Laura
10436,Spegesild,2019-2-5 11:24,Blondesddsl p?re et fils,France,Strasbourg,5,9.6,Sales Representative#Leverling#Janet
10436,Gnocchi di nonna Alice,2019-2-5 17:48,Blondesddsl p?re et fils,France,Strasbourg,40,30.4,Sales Representative#Leverling#Janet
10436,Wimmers gute Semmelkn?del,2019-2-5 8:0,Blondesddsl p?re et fils,France,Strasbourg,30,26.6,Sales Representative#Leverling#Janet
10436,Rh?nbr?u Klosterbier,2019-2-5 12:24,Blondesddsl p?re et fils,France,Strasbourg,24,6.2,Sales Representative#Leverling#Janet
10437,Perth Pasties,2019-2-5 19:0,Wartian Herkku,Finland,Oulu,15,26.2,Inside Sales Coordinator#Callahan#Laura
10438,Teatime Chocolate Biscuits,2019-2-6 18:12,Toms Spezialit?ten,Germany,M?nster,15,7.3,Sales Representative#Leverling#Janet
10438,Sasquatch Ale,2019-2-7 6:48,Toms Spezialit?ten,Germany,M?nster,20,11.2,Sales Representative#Leverling#Janet
10438,Ravioli Angelo,2019-2-7 7:48,Toms Spezialit?ten,Germany,M?nster,15,15.6,Sales Representative#Leverling#Janet
10439,Queso Manchego La Pastora,2019-2-7 22:48,M?re Paillarde,Canada,Montr?al,15,30.4,Sales Representative#Suyama#Michael
10439,Pavlova,2019-2-7 19:24,M?re Paillarde,Canada,Montr?al,16,13.9,Sales Representative#Suyama#Michael
10439,Wimmers gute Semmelkn?del,2019-2-7 22:0,M?re Paillarde,Canada,Montr?al,6,26.6,Sales Representative#Suyama#Michael
10439,Longlife Tofu,2019-2-7 9:12,M?re Paillarde,Canada,Montr?al,30,8,Sales Representative#Suyama#Michael
10440,Chang,2019-2-10 16:48,Save-a-lot Markets,USA,Boise,45,15.2,Sales Representative#Peacock#Margaret
10440,Pavlova,2019-2-10 22:12,Save-a-lot Markets,USA,Boise,49,13.9,Sales Representative#Peacock#Margaret
10440,Th?ringer Rostbratwurst,2019-2-10 4:48,Save-a-lot Markets,USA,Boise,24,99,Sales Representative#Peacock#Margaret
10440,Sirop d'?rable,2019-2-10 11:12,Save-a-lot Markets,USA,Boise,90,22.8,Sales Representative#Peacock#Margaret
10441,Schoggi Schokolade,2019-2-10 3:12,Old World Delicatessen,USA,Anchorage,50,35.1,Sales Representative#Leverling#Janet
10442,Queso Cabrales,2019-2-12 16:36,Ernst Handel,Austria,Graz,30,16.8,Sales Representative#Leverling#Janet
10442,Tourti?re,2019-2-12 8:36,Ernst Handel,Austria,Graz,80,5.9,Sales Representative#Leverling#Janet
10442,Louisiana Hot Spiced Okra,2019-2-11 18:24,Ernst Handel,Austria,Graz,60,13.6,Sales Representative#Leverling#Janet
10443,Queso Cabrales,2019-2-12 14:12,Reggiani Caseifici,Italy,Reggio Emilia,6,16.8,Inside Sales Coordinator#Callahan#Laura
10443,R?ssle Sauerkraut,2019-2-13 21:0,Reggiani Caseifici,Italy,Reggio Emilia,12,36.4,Inside Sales Coordinator#Callahan#Laura
10444,Alice Mutton,2019-2-13 9:48,Berglunds snabbk?p,Sweden,Lule?,10,31.2,Sales Representative#Leverling#Janet
10444,Gumb?r Gummib?rchen,2019-2-12 22:48,Berglunds snabbk?p,Sweden,Lule?,15,24.9,Sales Representative#Leverling#Janet
10444,Steeleye Stout,2019-2-12 22:36,Berglunds snabbk?p,Sweden,Lule?,8,14.4,Sales Representative#Leverling#Janet
10444,Jack's New England Clam Chowder,2019-2-13 15:48,Berglunds snabbk?p,Sweden,Lule?,30,7.7,Sales Representative#Leverling#Janet
10445,Chartreuse verte,2019-2-13 21:12,Berglunds snabbk?p,Sweden,Lule?,6,14.4,Sales Representative#Leverling#Janet
10445,Tourti?re,2019-2-14 15:48,Berglunds snabbk?p,Sweden,Lule?,15,5.9,Sales Representative#Leverling#Janet
10446,Teatime Chocolate Biscuits,2019-2-15 6:48,Toms Spezialit?ten,Germany,M?nster,12,7.3,Sales Representative#Suyama#Michael
10446,Guaran? Fant?stica,2019-2-15 0:0,Toms Spezialit?ten,Germany,M?nster,20,3.6,Sales Representative#Suyama#Michael
10446,Gorgonzola Telino,2019-2-14 13:36,Toms Spezialit?ten,Germany,M?nster,3,10,Sales Representative#Suyama#Michael
10446,Filo Mix,2019-2-15 9:0,Toms Spezialit?ten,Germany,M?nster,15,5.6,Sales Representative#Suyama#Michael
10447,Teatime Chocolate Biscuits,2019-2-15 0:36,Ricardo Adocicados,Brazil,Rio de Janeiro,40,7.3,Sales Representative#Peacock#Margaret
10447,Louisiana Fiery Hot Pepper Sauce,2019-2-15 6:12,Ricardo Adocicados,Brazil,Rio de Janeiro,35,16.8,Sales Representative#Peacock#Margaret
10447,Flotemysost,2019-2-15 1:36,Ricardo Adocicados,Brazil,Rio de Janeiro,2,17.2,Sales Representative#Peacock#Margaret
10448,Gumb?r Gummib?rchen,2019-2-17 13:48,Rancho grande,Argentina,Buenos Aires,6,24.9,Sales Representative#Peacock#Margaret
10448,Boston Crab Meat,2019-2-17 21:36,Rancho grande,Argentina,Buenos Aires,20,14.7,Sales Representative#Peacock#Margaret
10449,Ikura,2019-2-18 18:24,Blondesddsl p?re et fils,France,Strasbourg,14,24.8,Sales Representative#Leverling#Janet
10449,Filo Mix,2019-2-19 4:24,Blondesddsl p?re et fils,France,Strasbourg,20,5.6,Sales Representative#Leverling#Janet
10449,Tarte au sucre,2019-2-18 20:0,Blondesddsl p?re et fils,France,Strasbourg,35,39.4,Sales Representative#Leverling#Janet
10450,Ikura,2019-2-20 14:36,Victuailles en stock,France,Lyon,20,24.8,Inside Sales Coordinator#Callahan#Laura
10450,Tourti?re,2019-2-19 23:36,Victuailles en stock,France,Lyon,6,5.9,Inside Sales Coordinator#Callahan#Laura
10451,P?t? chinois,2019-2-20 12:48,QUICK-Stop,Germany,Cunewalde,120,19.2,Sales Representative#Peacock#Margaret
10451,Wimmers gute Semmelkn?del,2019-2-19 18:0,QUICK-Stop,Germany,Cunewalde,35,26.6,Sales Representative#Peacock#Margaret
10451,Louisiana Fiery Hot Pepper Sauce,2019-2-20 15:36,QUICK-Stop,Germany,Cunewalde,28,16.8,Sales Representative#Peacock#Margaret
10451,Original Frankfurter gr?ne So?e,2019-2-20 5:48,QUICK-Stop,Germany,Cunewalde,55,10.4,Sales Representative#Peacock#Margaret
10452,R?ssle Sauerkraut,2019-2-21 1:0,Save-a-lot Markets,USA,Boise,15,36.4,Inside Sales Coordinator#Callahan#Laura
10452,Gula Malacca,2019-2-21 9:36,Save-a-lot Markets,USA,Boise,100,15.5,Inside Sales Coordinator#Callahan#Laura
10453,Chocolade,2019-2-22 2:36,Around the Horn,UK,Colchester,15,10.2,Sales Representative#Davolio#Nancy
10453,Outback Lager,2019-2-22 2:24,Around the Horn,UK,Colchester,25,12,Sales Representative#Davolio#Nancy
10454,Pavlova,2019-2-21 13:48,La maison d'Asie,France,Toulouse,20,13.9,Sales Representative#Peacock#Margaret
10454,Geitost,2019-2-21 10:12,La maison d'Asie,France,Toulouse,20,2,Sales Representative#Peacock#Margaret
10454,Spegesild,2019-2-22 3:0,La maison d'Asie,France,Toulouse,10,9.6,Sales Representative#Peacock#Margaret
10455,Chartreuse verte,2019-2-25 1:12,Wartian Herkku,Finland,Oulu,20,14.4,Inside Sales Coordinator#Callahan#Laura
10455,Perth Pasties,2019-2-24 21:24,Wartian Herkku,Finland,Oulu,50,26.2,Inside Sales Coordinator#Callahan#Laura
10455,Sirop d'?rable,2019-2-25 14:0,Wartian Herkku,Finland,Oulu,25,22.8,Inside Sales Coordinator#Callahan#Laura
10455,Flotemysost,2019-2-24 11:0,Wartian Herkku,Finland,Oulu,30,17.2,Inside Sales Coordinator#Callahan#Laura
10456,Sir Rodney's Scones,2019-2-25 22:0,K?niglich Essen,Germany,Brandenburg,40,8,Inside Sales Coordinator#Callahan#Laura
10456,Maxilaku,2019-2-25 8:0,K?niglich Essen,Germany,Brandenburg,21,16,Inside Sales Coordinator#Callahan#Laura
10457,Raclette Courdavault,2019-2-26 7:24,K?niglich Essen,Germany,Brandenburg,36,44,"Vice President, Sales#Fuller#Andrew"
10458,Gumb?r Gummib?rchen,2019-2-27 18:12,Supr?mes d?lices,Belgium,Charleroi,30,24.9,Sales Representative#King#Robert
10458,R?ssle Sauerkraut,2019-2-27 1:36,Supr?mes d?lices,Belgium,Charleroi,30,36.4,Sales Representative#King#Robert
10458,Ipoh Coffee,2019-2-26 23:12,Supr?mes d?lices,Belgium,Charleroi,20,36.8,Sales Representative#King#Robert
10458,Gnocchi di nonna Alice,2019-2-26 23:12,Supr?mes d?lices,Belgium,Charleroi,15,30.4,Sales Representative#King#Robert
10458,Flotemysost,2019-2-26 23:36,Supr?mes d?lices,Belgium,Charleroi,50,17.2,Sales Representative#King#Robert
10459,Uncle Bob's Organic Dried Pears,2019-2-28 7:0,Victuailles en stock,France,Lyon,16,24,Sales Representative#Peacock#Margaret
10459,Spegesild,2019-2-28 2:36,Victuailles en stock,France,Lyon,20,9.6,Sales Representative#Peacock#Margaret
10459,Mozzarella di Giovanni,2019-2-28 12:48,Victuailles en stock,France,Lyon,40,27.8,Sales Representative#Peacock#Margaret
10460,Scottish Longbreads,2019-2-28 18:48,Folk och f? HB,Sweden,Br?cke,21,10,Inside Sales Coordinator#Callahan#Laura
10460,Rh?nbr?u Klosterbier,2019-2-28 15:36,Folk och f? HB,Sweden,Br?cke,4,6.2,Inside Sales Coordinator#Callahan#Laura
10461,Sir Rodney's Scones,2019-3-1 4:0,LILA-Supermercado,Venezuela,Barquisimeto,40,8,Sales Representative#Davolio#Nancy
10461,Nord-Ost Matjeshering,2019-3-1 17:12,LILA-Supermercado,Venezuela,Barquisimeto,28,20.7,Sales Representative#Davolio#Nancy
10461,P?t? chinois,2019-3-1 11:0,LILA-Supermercado,Venezuela,Barquisimeto,60,19.2,Sales Representative#Davolio#Nancy
10462,Konbu,2019-3-4 14:36,Consolidated Holdings,UK,London,1,4.8,"Vice President, Sales#Fuller#Andrew"
10462,Tunnbr?d,2019-3-3 12:0,Consolidated Holdings,UK,London,21,7.2,"Vice President, Sales#Fuller#Andrew"
10463,Teatime Chocolate Biscuits,2019-3-5 5:0,Supr?mes d?lices,Belgium,Charleroi,21,7.3,Sales Manager#Buchanan#Steven
10463,Singaporean Hokkien Fried Mee,2019-3-4 19:24,Supr?mes d?lices,Belgium,Charleroi,50,11.2,Sales Manager#Buchanan#Steven
10464,Chef Anton's Cajun Seasoning,2019-3-4 20:0,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,16,17.6,Sales Representative#Peacock#Margaret
10464,Ipoh Coffee,2019-3-5 1:0,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,3,36.8,Sales Representative#Peacock#Margaret
10464,Gnocchi di nonna Alice,2019-3-5 1:12,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,30,30.4,Sales Representative#Peacock#Margaret
10464,Camembert Pierrot,2019-3-5 1:0,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,20,27.2,Sales Representative#Peacock#Margaret
10465,Guaran? Fant?stica,2019-3-6 9:12,Vaffeljernet,Denmark,?rhus,25,3.6,Sales Representative#Davolio#Nancy
10465,Th?ringer Rostbratwurst,2019-3-5 6:24,Vaffeljernet,Denmark,?rhus,18,99,Sales Representative#Davolio#Nancy
10465,Boston Crab Meat,2019-3-6 0:12,Vaffeljernet,Denmark,?rhus,20,14.7,Sales Representative#Davolio#Nancy
10465,Rogede sild,2019-3-6 3:0,Vaffeljernet,Denmark,?rhus,30,7.6,Sales Representative#Davolio#Nancy
10465,Valkoinen suklaa,2019-3-5 18:36,Vaffeljernet,Denmark,?rhus,25,13,Sales Representative#Davolio#Nancy
10466,Queso Cabrales,2019-3-7 14:24,Com?rcio Mineiro,Brazil,Sao Paulo,10,16.8,Sales Representative#Peacock#Margaret
10466,Spegesild,2019-3-6 10:0,Com?rcio Mineiro,Brazil,Sao Paulo,5,9.6,Sales Representative#Peacock#Margaret
10467,Guaran? Fant?stica,2019-3-7 3:24,Magazzini Alimentari Riuniti,Italy,Bergamo,28,3.6,Inside Sales Coordinator#Callahan#Laura
10467,NuNuCa Nu?-Nougat-Creme,2019-3-6 13:24,Magazzini Alimentari Riuniti,Italy,Bergamo,12,11.2,Inside Sales Coordinator#Callahan#Laura
